dataset,backbone,attack,defense,pratio,test_acc,test_asr,test_ra
cifar100,vit_b_16,prototype,nad,0.01,,,
cifar100,vit_b_16,prototype,nc,0.01,,,
cifar100,vit_b_16,prototype,anp,0.01,,,
cifar100,vit_b_16,prototype,ac,0.01,,,
cifar100,vit_b_16,prototype,spectral,0.01,,,
cifar100,vit_b_16,prototype,abl,0.01,,,
cifar100,vit_b_16,prototype,dbd,0.01,,,
cifar100,vit_b_16,prototype,clp,0.01,,,
cifar100,vit_b_16,prototype,d-br,0.01,,,
cifar100,vit_b_16,prototype,d-st,0.01,,,
cifar100,vit_b_16,prototype,dde,0.01,,,
cifar100,vit_b_16,prototype,i-bau,0.01,,,
cifar100,vit_b_16,prototype,mbns,0.01,,,
cifar100,efficientnet_b3,prototype,nodefense,0.01,,,
cifar100,efficientnet_b3,prototype,ft,0.01,,,
cifar100,efficientnet_b3,prototype,fp,0.01,,,
cifar100,efficientnet_b3,prototype,nad,0.01,,,
cifar100,efficientnet_b3,prototype,nc,0.01,,,
cifar100,efficientnet_b3,prototype,anp,0.01,,,
cifar100,efficientnet_b3,prototype,ac,0.01,,,
cifar100,efficientnet_b3,prototype,spectral,0.01,,,
cifar100,efficientnet_b3,prototype,abl,0.01,,,
cifar100,efficientnet_b3,prototype,dbd,0.01,,,
cifar100,efficientnet_b3,prototype,clp,0.01,,,
cifar100,efficientnet_b3,prototype,d-br,0.01,,,
cifar100,efficientnet_b3,prototype,d-st,0.01,,,
cifar100,efficientnet_b3,prototype,dde,0.01,,,
cifar100,efficientnet_b3,prototype,i-bau,0.01,,,
cifar100,efficientnet_b3,prototype,mbns,0.01,,,
cifar100,mobilenet_v3_large,prototype,nodefense,0.01,,,
cifar100,mobilenet_v3_large,prototype,ft,0.01,,,
cifar100,mobilenet_v3_large,prototype,fp,0.01,,,
cifar100,mobilenet_v3_large,prototype,nad,0.01,,,
cifar100,mobilenet_v3_large,prototype,nc,0.01,,,
cifar100,mobilenet_v3_large,prototype,anp,0.01,,,
cifar100,mobilenet_v3_large,prototype,ac,0.01,,,
cifar100,mobilenet_v3_large,prototype,spectral,0.01,,,
cifar100,mobilenet_v3_large,prototype,abl,0.01,,,
cifar100,mobilenet_v3_large,prototype,dbd,0.01,,,
cifar100,mobilenet_v3_large,prototype,clp,0.01,,,
cifar100,mobilenet_v3_large,prototype,d-br,0.01,,,
cifar100,mobilenet_v3_large,prototype,d-st,0.01,,,
cifar100,mobilenet_v3_large,prototype,dde,0.01,,,
cifar100,mobilenet_v3_large,prototype,i-bau,0.01,,,
cifar100,mobilenet_v3_large,prototype,mbns,0.01,,,
cifar100,densenet161,prototype,nodefense,0.01,,,
cifar100,densenet161,prototype,ft,0.01,,,
cifar100,densenet161,prototype,fp,0.01,,,
cifar100,densenet161,prototype,nad,0.01,,,
cifar100,densenet161,prototype,nc,0.01,,,
cifar100,densenet161,prototype,anp,0.01,,,
cifar100,densenet161,prototype,ac,0.01,,,
cifar100,densenet161,prototype,spectral,0.01,,,
cifar100,densenet161,prototype,abl,0.01,,,
cifar100,densenet161,prototype,dbd,0.01,,,
cifar100,densenet161,prototype,clp,0.01,,,
cifar100,densenet161,prototype,d-br,0.01,,,
cifar100,densenet161,prototype,d-st,0.01,,,
cifar100,densenet161,prototype,dde,0.01,,,
cifar100,densenet161,prototype,i-bau,0.01,,,
cifar100,densenet161,prototype,mbns,0.01,,,
cifar100,preactresnet18,ribac,nodefense,0.01,,,
cifar100,preactresnet18,ribac,ft,0.01,,,
cifar100,preactresnet18,ribac,fp,0.01,,,
cifar100,preactresnet18,ribac,nad,0.01,,,
cifar100,preactresnet18,ribac,nc,0.01,,,
cifar100,preactresnet18,ribac,anp,0.01,,,
cifar100,preactresnet18,ribac,ac,0.01,,,
cifar100,preactresnet18,ribac,spectral,0.01,,,
cifar100,preactresnet18,ribac,abl,0.01,,,
cifar100,preactresnet18,ribac,dbd,0.01,,,
cifar100,preactresnet18,ribac,clp,0.01,,,
cifar100,preactresnet18,ribac,d-br,0.01,,,
cifar100,preactresnet18,ribac,d-st,0.01,,,
cifar100,preactresnet18,ribac,dde,0.01,,,
cifar100,preactresnet18,ribac,i-bau,0.01,,,
cifar100,preactresnet18,ribac,mbns,0.01,,,
cifar100,vgg19_bn,ribac,nodefense,0.01,,,
cifar100,vgg19_bn,ribac,ft,0.01,,,
cifar100,vgg19_bn,ribac,fp,0.01,,,
cifar100,vgg19_bn,ribac,nad,0.01,,,
cifar100,vgg19_bn,ribac,nc,0.01,,,
cifar100,vgg19_bn,ribac,anp,0.01,,,
cifar100,vgg19_bn,ribac,ac,0.01,,,
cifar100,vgg19_bn,ribac,spectral,0.01,,,
cifar100,vgg19_bn,ribac,abl,0.01,,,
cifar100,vgg19_bn,ribac,dbd,0.01,,,
cifar100,vgg19_bn,ribac,clp,0.01,,,
cifar100,vgg19_bn,ribac,d-br,0.01,,,
cifar100,vgg19_bn,ribac,d-st,0.01,,,
cifar100,vgg19_bn,ribac,dde,0.01,,,
cifar100,vgg19_bn,ribac,i-bau,0.01,,,
cifar100,vgg19_bn,ribac,mbns,0.01,,,
cifar100,convnext_tiny,ribac,nodefense,0.01,,,
cifar100,convnext_tiny,ribac,ft,0.01,,,
cifar100,convnext_tiny,ribac,fp,0.01,,,
cifar100,convnext_tiny,ribac,nad,0.01,,,
cifar100,convnext_tiny,ribac,nc,0.01,,,
cifar100,convnext_tiny,ribac,anp,0.01,,,
cifar100,convnext_tiny,ribac,ac,0.01,,,
cifar100,convnext_tiny,ribac,spectral,0.01,,,
cifar100,convnext_tiny,ribac,abl,0.01,,,
cifar100,convnext_tiny,ribac,dbd,0.01,,,
cifar100,convnext_tiny,ribac,clp,0.01,,,
cifar100,convnext_tiny,ribac,d-br,0.01,,,
cifar100,convnext_tiny,ribac,d-st,0.01,,,
cifar100,convnext_tiny,ribac,dde,0.01,,,
cifar100,convnext_tiny,ribac,i-bau,0.01,,,
cifar100,convnext_tiny,ribac,mbns,0.01,,,
cifar100,vit_b_16,ribac,nodefense,0.01,,,
cifar100,vit_b_16,ribac,ft,0.01,,,
cifar100,vit_b_16,ribac,fp,0.01,,,
cifar100,vit_b_16,ribac,nad,0.01,,,
cifar100,vit_b_16,ribac,nc,0.01,,,
cifar100,vit_b_16,ribac,anp,0.01,,,
cifar100,vit_b_16,ribac,ac,0.01,,,
cifar100,vit_b_16,ribac,spectral,0.01,,,
cifar100,vit_b_16,ribac,abl,0.01,,,
cifar100,vit_b_16,ribac,dbd,0.01,,,
cifar100,vit_b_16,ribac,clp,0.01,,,
cifar100,vit_b_16,ribac,d-br,0.01,,,
cifar100,vit_b_16,ribac,d-st,0.01,,,
cifar100,vit_b_16,ribac,dde,0.01,,,
cifar100,vit_b_16,ribac,i-bau,0.01,,,
cifar100,vit_b_16,ribac,mbns,0.01,,,
cifar100,efficientnet_b3,ribac,nodefense,0.01,,,
cifar100,efficientnet_b3,ribac,ft,0.01,,,
cifar100,efficientnet_b3,ribac,fp,0.01,,,
cifar100,efficientnet_b3,ribac,nad,0.01,,,
cifar100,efficientnet_b3,ribac,nc,0.01,,,
cifar100,efficientnet_b3,ribac,anp,0.01,,,
cifar100,efficientnet_b3,ribac,ac,0.01,,,
cifar100,efficientnet_b3,ribac,spectral,0.01,,,
cifar100,efficientnet_b3,ribac,abl,0.01,,,
cifar100,efficientnet_b3,ribac,dbd,0.01,,,
cifar100,efficientnet_b3,ribac,clp,0.01,,,
cifar100,efficientnet_b3,ribac,d-br,0.01,,,
cifar100,efficientnet_b3,ribac,d-st,0.01,,,
cifar100,efficientnet_b3,ribac,dde,0.01,,,
cifar100,efficientnet_b3,ribac,i-bau,0.01,,,
cifar100,efficientnet_b3,ribac,mbns,0.01,,,
cifar100,mobilenet_v3_large,ribac,nodefense,0.01,,,
cifar100,mobilenet_v3_large,ribac,ft,0.01,,,
cifar100,mobilenet_v3_large,ribac,fp,0.01,,,
cifar100,mobilenet_v3_large,ribac,nad,0.01,,,
cifar100,mobilenet_v3_large,ribac,nc,0.01,,,
cifar100,mobilenet_v3_large,ribac,anp,0.01,,,
cifar100,mobilenet_v3_large,ribac,ac,0.01,,,
cifar100,mobilenet_v3_large,ribac,spectral,0.01,,,
cifar100,mobilenet_v3_large,ribac,abl,0.01,,,
cifar100,mobilenet_v3_large,ribac,dbd,0.01,,,
cifar100,mobilenet_v3_large,ribac,clp,0.01,,,
cifar100,mobilenet_v3_large,ribac,d-br,0.01,,,
cifar100,mobilenet_v3_large,ribac,d-st,0.01,,,
cifar100,mobilenet_v3_large,ribac,dde,0.01,,,
cifar100,mobilenet_v3_large,ribac,i-bau,0.01,,,
cifar100,mobilenet_v3_large,ribac,mbns,0.01,,,
cifar100,densenet161,ribac,nodefense,0.01,,,
cifar100,densenet161,ribac,ft,0.01,,,
cifar100,densenet161,ribac,fp,0.01,,,
cifar100,densenet161,ribac,nad,0.01,,,
cifar100,densenet161,ribac,nc,0.01,,,
cifar100,densenet161,ribac,anp,0.01,,,
cifar100,densenet161,ribac,ac,0.01,,,
cifar100,densenet161,ribac,spectral,0.01,,,
cifar100,densenet161,ribac,abl,0.01,,,
cifar100,densenet161,ribac,dbd,0.01,,,
cifar100,densenet161,ribac,clp,0.01,,,
cifar100,densenet161,ribac,d-br,0.01,,,
cifar100,densenet161,ribac,d-st,0.01,,,
cifar100,densenet161,ribac,dde,0.01,,,
cifar100,densenet161,ribac,i-bau,0.01,,,
cifar100,densenet161,ribac,mbns,0.01,,,
cifar100,preactresnet18,tuap,nodefense,0.01,,,
cifar100,preactresnet18,tuap,ft,0.01,,,
cifar100,preactresnet18,tuap,fp,0.01,,,
cifar100,preactresnet18,tuap,nad,0.01,,,
cifar100,preactresnet18,tuap,nc,0.01,,,
cifar100,preactresnet18,tuap,anp,0.01,,,
cifar100,preactresnet18,tuap,ac,0.01,,,
cifar100,preactresnet18,tuap,spectral,0.01,,,
cifar100,preactresnet18,tuap,abl,0.01,,,
cifar100,preactresnet18,tuap,dbd,0.01,,,
cifar100,preactresnet18,tuap,clp,0.01,,,
cifar100,preactresnet18,tuap,d-br,0.01,,,
cifar100,preactresnet18,tuap,d-st,0.01,,,
cifar100,preactresnet18,tuap,dde,0.01,,,
cifar100,preactresnet18,tuap,i-bau,0.01,,,
cifar100,preactresnet18,tuap,mbns,0.01,,,
cifar100,vgg19_bn,tuap,nodefense,0.01,,,
cifar100,vgg19_bn,tuap,ft,0.01,,,
cifar100,vgg19_bn,tuap,fp,0.01,,,
cifar100,vgg19_bn,tuap,nad,0.01,,,
cifar100,vgg19_bn,tuap,nc,0.01,,,
cifar100,vgg19_bn,tuap,anp,0.01,,,
cifar100,vgg19_bn,tuap,ac,0.01,,,
cifar100,vgg19_bn,tuap,spectral,0.01,,,
cifar100,vgg19_bn,tuap,abl,0.01,,,
cifar100,vgg19_bn,tuap,dbd,0.01,,,
cifar100,vgg19_bn,tuap,clp,0.01,,,
cifar100,vgg19_bn,tuap,d-br,0.01,,,
cifar100,vgg19_bn,tuap,d-st,0.01,,,
cifar100,vgg19_bn,tuap,dde,0.01,,,
cifar100,vgg19_bn,tuap,i-bau,0.01,,,
cifar100,vgg19_bn,tuap,mbns,0.01,,,
cifar100,convnext_tiny,tuap,nodefense,0.01,,,
cifar100,convnext_tiny,tuap,ft,0.01,,,
cifar100,convnext_tiny,tuap,fp,0.01,,,
cifar100,convnext_tiny,tuap,nad,0.01,,,
cifar100,convnext_tiny,tuap,nc,0.01,,,
cifar100,convnext_tiny,tuap,anp,0.01,,,
cifar100,convnext_tiny,tuap,ac,0.01,,,
cifar100,convnext_tiny,tuap,spectral,0.01,,,
cifar100,convnext_tiny,tuap,abl,0.01,,,
cifar100,convnext_tiny,tuap,dbd,0.01,,,
cifar100,convnext_tiny,tuap,clp,0.01,,,
cifar100,convnext_tiny,tuap,d-br,0.01,,,
cifar100,convnext_tiny,tuap,d-st,0.01,,,
cifar100,convnext_tiny,tuap,dde,0.01,,,
cifar100,convnext_tiny,tuap,i-bau,0.01,,,
cifar100,convnext_tiny,tuap,mbns,0.01,,,
cifar100,vit_b_16,tuap,nodefense,0.01,,,
cifar100,vit_b_16,tuap,ft,0.01,,,
cifar100,vit_b_16,tuap,fp,0.01,,,
cifar100,vit_b_16,tuap,nad,0.01,,,
cifar100,vit_b_16,tuap,nc,0.01,,,
cifar100,vit_b_16,tuap,anp,0.01,,,
cifar100,vit_b_16,tuap,ac,0.01,,,
cifar100,vit_b_16,tuap,spectral,0.01,,,
cifar100,vit_b_16,tuap,abl,0.01,,,
cifar100,vit_b_16,tuap,dbd,0.01,,,
cifar100,vit_b_16,tuap,clp,0.01,,,
cifar100,vit_b_16,tuap,d-br,0.01,,,
cifar100,vit_b_16,tuap,d-st,0.01,,,
cifar100,vit_b_16,tuap,dde,0.01,,,
cifar100,vit_b_16,tuap,i-bau,0.01,,,
cifar100,vit_b_16,tuap,mbns,0.01,,,
cifar100,efficientnet_b3,tuap,nodefense,0.01,,,
cifar100,efficientnet_b3,tuap,ft,0.01,,,
cifar100,efficientnet_b3,tuap,fp,0.01,,,
cifar100,efficientnet_b3,tuap,nad,0.01,,,
cifar100,efficientnet_b3,tuap,nc,0.01,,,
cifar100,efficientnet_b3,tuap,anp,0.01,,,
cifar100,efficientnet_b3,tuap,ac,0.01,,,
cifar100,efficientnet_b3,tuap,spectral,0.01,,,
cifar100,efficientnet_b3,tuap,abl,0.01,,,
cifar100,efficientnet_b3,tuap,dbd,0.01,,,
cifar100,efficientnet_b3,tuap,clp,0.01,,,
cifar100,efficientnet_b3,tuap,d-br,0.01,,,
cifar100,efficientnet_b3,tuap,d-st,0.01,,,
cifar100,efficientnet_b3,tuap,dde,0.01,,,
cifar100,efficientnet_b3,tuap,i-bau,0.01,,,
cifar100,efficientnet_b3,tuap,mbns,0.01,,,
cifar100,mobilenet_v3_large,tuap,nodefense,0.01,,,
cifar100,mobilenet_v3_large,tuap,ft,0.01,,,
cifar100,mobilenet_v3_large,tuap,fp,0.01,,,
cifar100,mobilenet_v3_large,tuap,nad,0.01,,,
cifar100,mobilenet_v3_large,tuap,nc,0.01,,,
cifar100,mobilenet_v3_large,tuap,anp,0.01,,,
cifar100,mobilenet_v3_large,tuap,ac,0.01,,,
cifar100,mobilenet_v3_large,tuap,spectral,0.01,,,
cifar100,mobilenet_v3_large,tuap,abl,0.01,,,
cifar100,mobilenet_v3_large,tuap,dbd,0.01,,,
cifar100,mobilenet_v3_large,tuap,clp,0.01,,,
cifar100,mobilenet_v3_large,tuap,d-br,0.01,,,
cifar100,mobilenet_v3_large,tuap,d-st,0.01,,,
cifar100,mobilenet_v3_large,tuap,dde,0.01,,,
cifar100,mobilenet_v3_large,tuap,i-bau,0.01,,,
cifar100,mobilenet_v3_large,tuap,mbns,0.01,,,
cifar100,densenet161,tuap,nodefense,0.01,,,
cifar100,densenet161,tuap,ft,0.01,,,
cifar100,densenet161,tuap,fp,0.01,,,
cifar100,densenet161,tuap,nad,0.01,,,
cifar100,densenet161,tuap,nc,0.01,,,
cifar100,densenet161,tuap,anp,0.01,,,
cifar100,densenet161,tuap,ac,0.01,,,
cifar100,densenet161,tuap,spectral,0.01,,,
cifar100,densenet161,tuap,abl,0.01,,,
cifar100,densenet161,tuap,dbd,0.01,,,
cifar100,densenet161,tuap,clp,0.01,,,
cifar100,densenet161,tuap,d-br,0.01,,,
cifar100,densenet161,tuap,d-st,0.01,,,
cifar100,densenet161,tuap,dde,0.01,,,
cifar100,densenet161,tuap,i-bau,0.01,,,
cifar100,densenet161,tuap,mbns,0.01,,,
cifar100,preactresnet18,torjannn,nodefense,0.01,,,
cifar100,preactresnet18,torjannn,ft,0.01,,,
cifar100,preactresnet18,torjannn,fp,0.01,,,
cifar100,preactresnet18,torjannn,nad,0.01,,,
cifar100,preactresnet18,torjannn,nc,0.01,,,
cifar100,preactresnet18,torjannn,anp,0.01,,,
cifar100,preactresnet18,torjannn,ac,0.01,,,
cifar100,preactresnet18,torjannn,spectral,0.01,,,
cifar100,preactresnet18,torjannn,abl,0.01,,,
cifar100,preactresnet18,torjannn,dbd,0.01,,,
cifar100,preactresnet18,torjannn,clp,0.01,,,
cifar100,preactresnet18,torjannn,d-br,0.01,,,
cifar100,preactresnet18,torjannn,d-st,0.01,,,
cifar100,preactresnet18,torjannn,dde,0.01,,,
cifar100,preactresnet18,torjannn,i-bau,0.01,,,
cifar100,preactresnet18,torjannn,mbns,0.01,,,
cifar100,vgg19_bn,torjannn,nodefense,0.01,,,
cifar100,vgg19_bn,torjannn,ft,0.01,,,
cifar100,vgg19_bn,torjannn,fp,0.01,,,
cifar100,vgg19_bn,torjannn,nad,0.01,,,
cifar100,vgg19_bn,torjannn,nc,0.01,,,
cifar100,vgg19_bn,torjannn,anp,0.01,,,
cifar100,vgg19_bn,torjannn,ac,0.01,,,
cifar100,vgg19_bn,torjannn,spectral,0.01,,,
cifar100,vgg19_bn,torjannn,abl,0.01,,,
cifar100,vgg19_bn,torjannn,dbd,0.01,,,
cifar100,vgg19_bn,torjannn,clp,0.01,,,
cifar100,vgg19_bn,torjannn,d-br,0.01,,,
cifar100,vgg19_bn,torjannn,d-st,0.01,,,
cifar100,vgg19_bn,torjannn,dde,0.01,,,
cifar100,vgg19_bn,torjannn,i-bau,0.01,,,
cifar100,vgg19_bn,torjannn,mbns,0.01,,,
cifar100,convnext_tiny,torjannn,nodefense,0.01,,,
cifar100,convnext_tiny,torjannn,ft,0.01,,,
cifar100,convnext_tiny,torjannn,fp,0.01,,,
cifar100,convnext_tiny,torjannn,nad,0.01,,,
cifar100,convnext_tiny,torjannn,nc,0.01,,,
cifar100,convnext_tiny,torjannn,anp,0.01,,,
cifar100,convnext_tiny,torjannn,ac,0.01,,,
cifar100,convnext_tiny,torjannn,spectral,0.01,,,
cifar100,convnext_tiny,torjannn,abl,0.01,,,
cifar100,convnext_tiny,torjannn,dbd,0.01,,,
cifar100,convnext_tiny,torjannn,clp,0.01,,,
cifar100,convnext_tiny,torjannn,d-br,0.01,,,
cifar100,convnext_tiny,torjannn,d-st,0.01,,,
cifar100,convnext_tiny,torjannn,dde,0.01,,,
cifar100,convnext_tiny,torjannn,i-bau,0.01,,,
cifar100,convnext_tiny,torjannn,mbns,0.01,,,
cifar100,vit_b_16,torjannn,nodefense,0.01,,,
cifar100,vit_b_16,torjannn,ft,0.01,,,
cifar100,vit_b_16,torjannn,fp,0.01,,,
cifar100,vit_b_16,torjannn,nad,0.01,,,
cifar100,vit_b_16,torjannn,nc,0.01,,,
cifar100,vit_b_16,torjannn,anp,0.01,,,
cifar100,vit_b_16,torjannn,ac,0.01,,,
cifar100,vit_b_16,torjannn,spectral,0.01,,,
cifar100,vit_b_16,torjannn,abl,0.01,,,
cifar100,vit_b_16,torjannn,dbd,0.01,,,
cifar100,vit_b_16,torjannn,clp,0.01,,,
cifar100,vit_b_16,torjannn,d-br,0.01,,,
cifar100,vit_b_16,torjannn,d-st,0.01,,,
cifar100,vit_b_16,torjannn,dde,0.01,,,
cifar100,vit_b_16,torjannn,i-bau,0.01,,,
cifar100,vit_b_16,torjannn,mbns,0.01,,,
cifar100,efficientnet_b3,torjannn,nodefense,0.01,,,
cifar100,efficientnet_b3,torjannn,ft,0.01,,,
cifar100,efficientnet_b3,torjannn,fp,0.01,,,
cifar100,efficientnet_b3,torjannn,nad,0.01,,,
cifar100,efficientnet_b3,torjannn,nc,0.01,,,
cifar100,efficientnet_b3,torjannn,anp,0.01,,,
cifar100,efficientnet_b3,torjannn,ac,0.01,,,
cifar100,efficientnet_b3,torjannn,spectral,0.01,,,
cifar100,efficientnet_b3,torjannn,abl,0.01,,,
cifar100,efficientnet_b3,torjannn,dbd,0.01,,,
cifar100,efficientnet_b3,torjannn,clp,0.01,,,
cifar100,efficientnet_b3,torjannn,d-br,0.01,,,
cifar100,efficientnet_b3,torjannn,d-st,0.01,,,
cifar100,efficientnet_b3,torjannn,dde,0.01,,,
cifar100,efficientnet_b3,torjannn,i-bau,0.01,,,
cifar100,efficientnet_b3,torjannn,mbns,0.01,,,
cifar100,mobilenet_v3_large,torjannn,nodefense,0.01,,,
cifar100,mobilenet_v3_large,torjannn,ft,0.01,,,
cifar100,mobilenet_v3_large,torjannn,fp,0.01,,,
cifar100,mobilenet_v3_large,torjannn,nad,0.01,,,
cifar100,mobilenet_v3_large,torjannn,nc,0.01,,,
cifar100,mobilenet_v3_large,torjannn,anp,0.01,,,
cifar100,mobilenet_v3_large,torjannn,ac,0.01,,,
cifar100,mobilenet_v3_large,torjannn,spectral,0.01,,,
cifar100,mobilenet_v3_large,torjannn,abl,0.01,,,
cifar100,mobilenet_v3_large,torjannn,dbd,0.01,,,
cifar100,mobilenet_v3_large,torjannn,clp,0.01,,,
cifar100,mobilenet_v3_large,torjannn,d-br,0.01,,,
cifar100,mobilenet_v3_large,torjannn,d-st,0.01,,,
cifar100,mobilenet_v3_large,torjannn,dde,0.01,,,
cifar100,mobilenet_v3_large,torjannn,i-bau,0.01,,,
cifar100,mobilenet_v3_large,torjannn,mbns,0.01,,,
cifar100,densenet161,torjannn,nodefense,0.01,,,
cifar100,densenet161,torjannn,ft,0.01,,,
cifar100,densenet161,torjannn,fp,0.01,,,
cifar100,densenet161,torjannn,nad,0.01,,,
cifar100,densenet161,torjannn,nc,0.01,,,
cifar100,densenet161,torjannn,anp,0.01,,,
cifar100,densenet161,torjannn,ac,0.01,,,
cifar100,densenet161,torjannn,spectral,0.01,,,
cifar100,densenet161,torjannn,abl,0.01,,,
cifar100,densenet161,torjannn,dbd,0.01,,,
cifar100,densenet161,torjannn,clp,0.01,,,
cifar100,densenet161,torjannn,d-br,0.01,,,
cifar100,densenet161,torjannn,d-st,0.01,,,
cifar100,densenet161,torjannn,dde,0.01,,,
cifar100,densenet161,torjannn,i-bau,0.01,,,
cifar100,densenet161,torjannn,mbns,0.01,,,
cifar100,preactresnet18,badnet,nodefense,0.005,0.6977,0.2221212121212121,0.5820201635360718
cifar100,preactresnet18,badnet,ft,0.005,0.6922999620437622,0.1068686917424202,0.638282835483551
cifar100,preactresnet18,badnet,fp,0.005,0.6800000071525574,0.0252525266259908,0.6529293060302734
cifar100,preactresnet18,badnet,nad,0.005,0.692799985408783,0.1141414195299148,0.6326262950897217
cifar100,preactresnet18,badnet,nc,0.005,0.6976999640464783,0.2221212238073349,0.5821212530136108
cifar100,preactresnet18,badnet,anp,0.005,0.6514999866485596,0.0029292930848896,0.6409091353416443
cifar100,preactresnet18,badnet,ac,0.005,0.6118999719619751,0.0142424246296286,0.6023232340812683
cifar100,preactresnet18,badnet,spectral,0.005,0.6937999725341797,0.1302020251750946,0.6246465444564819
cifar100,preactresnet18,badnet,abl,0.005,0.5220999717712402,0.0061616161838173,0.5022222399711609
cifar100,preactresnet18,badnet,dbd,0.005,0.6220999956130981,0.0023232323583215,0.6179798245429993
cifar100,preactresnet18,badnet,clp,0.005,,,
cifar100,preactresnet18,badnet,d-br,0.005,,,
cifar100,preactresnet18,badnet,d-st,0.005,,,
cifar100,preactresnet18,badnet,dde,0.005,,,
cifar100,preactresnet18,badnet,i-bau,0.005,,,
cifar100,preactresnet18,badnet,mbns,0.005,,,
cifar100,vgg19_bn,badnet,nodefense,0.005,,,
cifar100,vgg19_bn,badnet,ft,0.005,,,
cifar100,vgg19_bn,badnet,fp,0.005,,,
cifar100,vgg19_bn,badnet,nad,0.005,,,
cifar100,vgg19_bn,badnet,nc,0.005,,,
cifar100,vgg19_bn,badnet,anp,0.005,,,
cifar100,vgg19_bn,badnet,ac,0.005,,,
cifar100,vgg19_bn,badnet,spectral,0.005,,,
cifar100,vgg19_bn,badnet,abl,0.005,,,
cifar100,vgg19_bn,badnet,dbd,0.005,,,
cifar100,vgg19_bn,badnet,clp,0.005,,,
cifar100,vgg19_bn,badnet,d-br,0.005,,,
cifar100,vgg19_bn,badnet,d-st,0.005,,,
cifar100,vgg19_bn,badnet,dde,0.005,,,
cifar100,vgg19_bn,badnet,i-bau,0.005,,,
cifar100,vgg19_bn,badnet,mbns,0.005,,,
cifar100,convnext_tiny,badnet,nodefense,0.005,,,
cifar100,convnext_tiny,badnet,ft,0.005,,,
cifar100,convnext_tiny,badnet,fp,0.005,,,
cifar100,convnext_tiny,badnet,nad,0.005,,,
cifar100,convnext_tiny,badnet,nc,0.005,,,
cifar100,convnext_tiny,badnet,anp,0.005,,,
cifar100,convnext_tiny,badnet,ac,0.005,,,
cifar100,convnext_tiny,badnet,spectral,0.005,,,
cifar100,convnext_tiny,badnet,abl,0.005,,,
cifar100,convnext_tiny,badnet,dbd,0.005,,,
cifar100,convnext_tiny,badnet,clp,0.005,,,
cifar100,convnext_tiny,badnet,d-br,0.005,,,
cifar100,convnext_tiny,badnet,d-st,0.005,,,
cifar100,convnext_tiny,badnet,dde,0.005,,,
cifar100,convnext_tiny,badnet,i-bau,0.005,,,
cifar100,convnext_tiny,badnet,mbns,0.005,,,
cifar100,vit_b_16,badnet,nodefense,0.005,,,
cifar100,vit_b_16,badnet,ft,0.005,,,
cifar100,vit_b_16,badnet,fp,0.005,,,
cifar100,vit_b_16,badnet,nad,0.005,,,
cifar100,vit_b_16,badnet,nc,0.005,,,
cifar100,vit_b_16,badnet,anp,0.005,,,
cifar100,vit_b_16,badnet,ac,0.005,,,
cifar100,vit_b_16,badnet,spectral,0.005,,,
cifar100,vit_b_16,badnet,abl,0.005,,,
cifar100,vit_b_16,badnet,dbd,0.005,,,
cifar100,vit_b_16,badnet,clp,0.005,,,
cifar100,vit_b_16,badnet,d-br,0.005,,,
cifar100,vit_b_16,badnet,d-st,0.005,,,
cifar100,vit_b_16,badnet,dde,0.005,,,
cifar100,vit_b_16,badnet,i-bau,0.005,,,
cifar100,vit_b_16,badnet,mbns,0.005,,,
cifar100,efficientnet_b3,badnet,nodefense,0.005,0.4915,0.018080808080808,0.480909138917923
cifar100,efficientnet_b3,badnet,ft,0.005,0.3990999758243561,0.0037373737432062,0.3924242556095123
cifar100,efficientnet_b3,badnet,fp,0.005,0.4715999960899353,0.0022222222760319,0.4672727286815643
cifar100,efficientnet_b3,badnet,nad,0.005,0.4096999764442444,0.0025252525229007,0.4040404260158539
cifar100,efficientnet_b3,badnet,nc,0.005,0.3652999997138977,0.0036363636609166,0.360505074262619
cifar100,efficientnet_b3,badnet,anp,0.005,0.4687999784946441,0.005757575854659,0.461919218301773
cifar100,efficientnet_b3,badnet,ac,0.005,0.2534999847412109,0.0049494951963424,0.2510101199150085
cifar100,efficientnet_b3,badnet,spectral,0.005,0.386599987745285,0.004343434702605,0.3809091448783874
cifar100,efficientnet_b3,badnet,abl,0.005,0.2075999975204467,0.013434343971312,0.2004040479660034
cifar100,efficientnet_b3,badnet,dbd,0.005,0.4754000008106231,0.0032323233317583,0.468888908624649
cifar100,efficientnet_b3,badnet,clp,0.005,,,
cifar100,efficientnet_b3,badnet,d-br,0.005,,,
cifar100,efficientnet_b3,badnet,d-st,0.005,,,
cifar100,efficientnet_b3,badnet,dde,0.005,,,
cifar100,efficientnet_b3,badnet,i-bau,0.005,,,
cifar100,efficientnet_b3,badnet,mbns,0.005,,,
cifar100,mobilenet_v3_large,badnet,nodefense,0.005,0.5149,0.0124242424242424,0.5061617493629456
cifar100,mobilenet_v3_large,badnet,ft,0.005,0.4632999897003174,0.0033333334140479,0.4578787982463836
cifar100,mobilenet_v3_large,badnet,fp,0.005,0.5066999793052673,0.0048484848812222,0.4975757598876953
cifar100,mobilenet_v3_large,badnet,nad,0.005,0.4560999870300293,0.0033333334140479,0.4524242579936981
cifar100,mobilenet_v3_large,badnet,nc,0.005,0.3980999886989593,0.0045454548671841,0.3931313157081604
